"Points:0","Points:1","Points:2"
-0.13642,-4.612e-05,-0.00050858
-0.14127,-0.018095,-0.032821
-0.10246,-0.009492,-0.0076316
-0.14383,-0.005018,-0.026089
-0.14397,-0.020723,-0.0012844
-0.13549,-0.018078,-0.00012803
-0.1316,-0.0057059,-0.05455
-0.12328,-0.038024,-0.0011993
-0.10072,-0.015133,-0.0093823
-0.13529,-0.01884,-0.0082156
-0.13211,-0.0016219,-0.00046401
-0.12375,-0.013722,-0.01319
-0.14782,-0.016879,-0.0057112
-0.13596,-0.0027093,-0.005703
-0.15187,-0.047205,-0.015788
-0.14067,-0.053318,-0.0010852
-0.14172,-0.049626,-0.047495
-0.1522,-0.040489,-0.048508
-0.14391,-0.048747,-0.019095
-0.1479,-0.0093253,-0.02039
-0.1484,-0.015239,-0.013707
-0.1473,-0.010714,-0.027073
-0.13576,-0.010953,-0.00049853
-0.13576,-0.005258,-0.0087359
-0.13694,-0.0068531,-0.0088369
-0.14256,-0.014938,-0.034941
-0.14514,-0.031803,-0.020734
-0.14815,-0.046133,-0.0046458
-0.12739,-0.03282,-0.030549
-0.14711,-0.063429,-0.030567
-0.13862,-0.0040118,-0.01693
-0.1211,-0.024382,-0.0036785
-0.14979,-0.0463,-0.018626
-0.13908,-0.065917,-0.017728
-0.13736,-0.0080864,-0.010248
-0.10605,-0.0017701,-0.00043407
-0.12001,-0.0057722,-0.004276
-0.15339,-0.044968,-0.0012218
-0.13104,-0.040487,-0.048322
-0.15259,-0.035274,-0.036651
-0.15104,-0.033368,-0.0099817
-0.14629,-0.018921,-0.015962
-0.14122,-0.048646,-0.029399
-0.12722,-0.019303,-0.014672
-0.13475,-0.060272,-0.027558
-0.12341,-0.022992,-0.020533
-0.12777,-0.0099571,-0.0010202
-0.14718,-0.00077896,9.2484e-05
-0.12937,-0.026176,-0.013114
-0.13667,0.00048117,0.00044326
-0.13363,-0.0099965,-0.0045797
-0.15023,-0.04366,-0.055526
-0.12327,-0.019693,-0.0021683
-0.11413,-0.010048,-0.012508
-0.14703,-0.0040432,-0.014513
-0.14572,-0.020697,-0.049185
-0.1494,-0.0094167,-0.059553
-0.12874,-0.0025213,-0.00025235
-0.10857,-0.040792,-0.038402
-0.14186,-0.00048468,-0.0025601
-0.15344,-0.022935,-0.04204
-0.13716,0.001065,-0.00045135
-0.14799,-0.017326,-0.069456
-0.14533,-0.030033,-0.027649
-0.14621,-0.0029239,-0.0018505
-0.13776,-0.025378,-0.009735
-0.12855,-0.0096858,-0.018244
-0.10578,-0.0076964,-0.0095675
-0.15081,-0.059361,-0.019615
-0.13989,-9.923e-05,0.0012712
-0.14195,-0.013021,-0.0039276
-0.11629,-0.0054922,-0.033805
-0.14541,-0.028928,-0.015152
-0.14117,-0.04587,-0.023614
-0.13696,-0.015651,-0.024301
-0.15276,-0.055499,-0.046522
-0.13616,-0.010811,-0.046075
-0.14298,-0.014133,-0.031558
-0.15107,-0.0023678,-0.010017
-0.15298,-0.056444,-0.042731
-0.13459,-0.011295,-0.036093
-0.12219,-0.049151,-0.029244
-0.13505,-0.0091867,-0.01917
-0.13981,-0.018704,-0.038955
-0.12879,-0.0045376,-0.032897
-0.14163,-0.0008446,-0.00014098
-0.15395,-0.063301,-0.014177
-0.14494,-0.023165,-0.02622
-0.14001,-0.026144,-0.033819
-0.14421,-0.05171,-0.020115
-0.12043,-0.047909,-0.031954
-0.14885,-2.6466e-06,-0.0095603
-0.14314,-0.014337,-0.017414
-0.12835,-0.01726,-0.035877
-0.15377,-0.057612,-0.010285
-0.15002,-0.0067689,-0.022586
-0.1371,-0.025719,-0.0023163
-0.15374,-0.0089583,-0.010428
-0.15217,-0.037824,-0.025814
-0.14361,-0.027444,-0.0012803
-0.11195,-0.010282,-0.056459
-0.13685,-0.0045303,-0.0019064
-0.15381,-0.014391,-0.009283
-0.1365,-0.00056345,-0.00023925
-0.10907,-0.025382,-0.021605
-0.15719,-0.055925,-0.021196
-0.14262,-0.038481,-0.039573
-0.15437,-0.01061,-0.016831
-0.1453,-0.057087,-0.020818
-0.13371,-0.00051766,0.00017144
-0.13188,-0.0072199,0.00011782
-0.15252,-0.011629,-0.0065261
-0.11033,-0.0028295,-0.00020058
-0.15158,-0.041874,-0.0014316
-0.15143,-0.00060667,0.00038645
-0.15634,-0.030434,-0.027995
-0.15848,-0.053532,-0.041629
-0.11114,-0.03036,-0.0095588
-0.15455,-0.0094961,-0.013275
-0.15947,-0.064578,-0.034817
-0.15883,-0.036341,-0.061473
-0.15564,-0.01687,-0.061944
-0.13688,-0.018973,-0.025483
-0.15063,-0.0070927,-0.04883
-0.14987,-0.035701,-0.0010061
-0.15144,-0.0011316,-0.052276
-0.15633,-0.051766,-0.0063165
-0.15639,-0.017371,-0.060879
-0.14863,-0.044808,-0.012796
-0.13472,-0.063249,-0.017833
-0.14687,-0.0040052,-0.043805
-0.12754,-0.042071,-0.018569
-0.14597,-0.038415,-0.049762
-0.15214,-0.036607,-0.052995
-0.15528,-0.003385,-0.0019564
-0.15711,-0.033557,-0.059056
-0.13024,-0.0059529,-0.0048353
-0.14314,-0.0021985,-0.0073472
-0.11436,-0.015665,-0.00089355
-0.15214,-0.0050801,-0.028685
-0.14866,-0.022724,-0.016878
-0.15391,-0.00042794,-0.00027364
-0.15231,-0.018744,-0.00023876
-0.11757,-0.0013353,-0.022217
-0.15352,-0.017354,-0.017775
-0.13385,-0.022702,-0.021227
-0.15348,-0.0042889,-0.0027078
-0.14501,-0.017677,-0.040173
-0.15428,-0.02628,-0.029699
-0.15226,-0.034721,-0.063063
-0.15746,-0.016797,-0.05169
-0.15709,-0.0047788,-0.034366
-0.14966,-0.053135,-0.039246
-0.1421,-0.018049,-0.020947
-0.14062,-0.014028,-0.011646
-0.14576,-0.063219,-0.029744
-0.11683,-0.023261,-0.015063
-0.13905,-5.3579e-05,0.00059813
-0.15881,-0.014085,-0.03995
-0.14424,-0.0121,-0.033238
-0.15294,-0.01827,-0.00065196
-0.12811,-0.016937,-0.028684
-0.15095,-0.0080946,0.00053823
-0.15337,-0.00082978,-0.00010812
-0.15102,-0.023913,5.9025e-05
-0.15755,-0.0093223,-0.020763
-0.1564,-0.00099335,-0.016414
-0.13194,-0.010381,-0.021769
-0.16094,-0.065097,-0.0074228
-0.14079,-0.0030825,-0.068562
-0.14689,-0.0032023,-0.0044094
-0.15627,-0.049623,-0.023724
-0.11611,0.0010082,-0.0035409
-0.14965,-0.0078503,-0.0057008
-0.12479,-0.017704,-0.024107
-0.14023,-0.0070061,-0.013431
-0.15714,-0.067021,-0.011638
-0.15741,-0.0080978,-0.013277
-0.15625,-0.019185,-0.034151
-0.15664,-0.0056967,-0.003995
-0.13955,6.7086e-05,0.00080525
-0.161,-0.054599,-0.045146
-0.15369,-0.00050326,-0.028615
-0.15319,-0.0015484,-0.030663
-0.1459,-0.0013282,-0.0017215
-0.14876,-0.010236,-0.033037
-0.15729,-0.052017,-0.034304
-0.14994,-0.033613,-0.021484
-0.15892,9.8758e-05,0.0017603
-0.1524,-0.0040242,0.001088
-0.15575,-0.00024078,-0.022574
-0.15602,-0.0036612,-0.055236
-0.14223,-0.0029338,0.00028138
-0.12525,-0.00073739,5.2481e-05
-0.15775,-0.038124,-0.020639
-0.15069,-0.0041465,-0.028355
-0.13574,-0.00022145,-0.010807
-0.14412,-0.038358,-0.023095
-0.13485,-0.040232,-0.027473
-0.15976,-0.00029025,-0.040057
-0.1391,-0.0078657,0.00096482
-0.15875,-0.021768,-0.025631
-0.098728,-0.0031194,0.00090339
-0.16249,-0.0043034,-0.067888
-0.1565,-0.027206,-0.020179
-0.15665,-0.013671,-0.0059837
-0.15574,-0.052664,-0.0026767
-0.15748,-0.023056,-0.04825
-0.11974,-0.036293,-0.005232
-0.15524,-0.0005567,-0.018422
-0.15873,-0.0022063,-0.00055374
-0.15396,-0.023403,-0.049729
-0.12641,-0.022662,-0.011633
-0.15613,-0.036795,-0.025519
-0.15845,-0.04528,-0.014203
-0.15972,-0.01635,-0.0073453
-0.1533,-0.050275,-0.019889
-0.14034,-0.0016953,-0.011226
-0.14768,-0.010944,-0.0047812
-0.15675,-0.031865,-0.030381
-0.15617,-0.04173,-0.0097273
-0.15536,-0.00073023,0.00038967
-0.14492,-0.0094799,-0.0060198
-0.14734,-0.027426,-0.045087
-0.16184,-0.010431,-0.055598
-0.14317,-0.035056,-0.019932
-0.1534,-0.045045,-0.0081266
-0.12608,-0.022118,-0.036962
-0.14282,-0.048643,-0.016253
-0.14425,-0.021904,-0.014426
-0.13339,-0.017245,-0.0058976
-0.14568,-0.0027598,-0.0008247
-0.16081,-0.013258,-0.016397
-0.15377,-0.025076,-0.010467
-0.15151,-0.0075343,-0.02803
-0.14696,-0.0075129,-0.011718
-0.16172,-0.015889,-0.014845
-0.14578,-0.017546,-0.0021961
-0.15053,-0.0015516,-0.0021898
-0.14969,-0.0083401,-0.0029303
-0.15532,-0.033841,-0.025847
-0.14525,-0.0082273,-0.040533
-0.16242,-0.01802,-0.038471
-0.1628,-0.0023448,-0.040895
-0.15428,-0.011748,-0.0031528
-0.14145,0.00093405,-0.0078958
-0.13735,-0.011059,-0.0054884
-0.1587,-0.049398,-0.043995
-0.14647,-0.024916,-0.042907
-0.15677,-0.030061,-0.05635
-0.12087,-0.0077287,-0.033465
-0.1528,-0.034896,-0.063572
-0.16139,-0.033934,-0.054195
-0.16473,-0.062412,-0.015736
-0.15984,-0.027769,-0.065777
-0.16258,-0.035261,-0.041525
-0.14837,-0.0043574,-0.0045101
-0.14031,-0.019507,-0.04854
-0.16243,-0.025539,-0.022064
-0.15123,-0.020997,-0.01262
-0.15506,-0.013835,-0.052951
-0.15704,-0.00058077,-0.017755
-0.13385,-0.00098535,-0.0039176
-0.14749,-0.0053158,-0.0038147
-0.15621,-0.0052765,-0.029261
-0.16222,-0.0053861,-0.0018617
-0.15826,-0.035604,-0.053397
-0.15214,-0.0098039,-0.0081815
-0.16447,-0.019383,-0.056685
-0.1544,-0.0034531,-0.0034291
-0.15759,-0.043581,-0.0063714
-0.15757,-0.04857,-0.052592
-0.16375,-0.0080371,-0.026421
-0.16349,-0.009429,-0.0033325
-0.16206,-0.064122,-0.032254
-0.15832,-0.0096083,-0.023426
-0.1479,-0.011355,-0.016011
-0.16049,-0.019872,-0.012192
-0.12657,-0.022766,-0.042088
-0.14603,-0.070431,-0.0063735
-0.16513,-0.053149,-0.012463
-0.16016,-0.0024096,-0.015542
-0.1473,-0.042828,-0.011467
-0.13103,-0.0067826,-0.0062522
-0.13515,-0.026681,-0.019621
-0.15203,-0.0032874,-0.021538
-0.12139,-0.001169,-0.00030817
-0.14811,-0.016609,-0.012407
-0.15928,-0.010029,-0.054736
