"Points:0","Points:1","Points:2"
-0.12514,-0.042272,-0.044866
-0.1155,-0.028725,-0.05022
-0.10846,-0.023067,-0.01181
-0.11534,-0.053738,-0.02035
-0.11313,-0.0015811,-0.00063527
-0.10311,-0.0032451,-0.0018968
-0.11833,-0.042192,-0.041454
-0.10354,-0.0071934,-0.012943
-0.12255,-0.024241,-0.056293
-0.10288,-0.048568,-0.02203
-0.1159,-0.017238,-0.013427
-0.10421,-0.0026988,-0.011039
-0.13101,-0.0036638,-0.064766
-0.1172,-0.04271,-0.032575
-0.11309,-0.008938,-0.036147
-0.10363,-0.014821,-0.025822
-0.12989,-0.063691,-0.011568
-0.11202,-0.001822,-0.0003948
-0.10923,-0.011878,-0.0054053
-0.10379,-0.0092796,-0.016709
-0.12563,-0.058583,-0.023741
-0.10241,-0.004175,-0.003197
-0.11817,-0.013463,-0.057816
-0.10114,-0.051492,-0.0074346
-0.11941,-0.060737,-0.009494
-0.11027,-0.003589,-0.014735
-0.10713,-2.3585e-05,-0.00039597
-0.11449,-0.0050844,-0.0085083
-0.12693,-0.050619,-0.0014022
-0.12609,-0.028672,-0.022935
-0.11239,-0.055909,-0.0035241
-0.12018,-0.023664,-0.0054651
-0.10493,0.00034395,-0.00013596
-0.12341,-0.0014965,-0.025703
-0.10366,-0.029992,-0.0012279
-0.10685,-0.041512,-0.038485
-0.12254,-0.053009,-0.016753
-0.11572,-0.0014289,-0.0037436
-0.12306,-0.036557,-0.0024161
-0.11236,-0.045904,-0.035959
-0.10423,0.00087387,-0.00019787
-0.10626,-0.0091314,-0.003873
-0.11456,-0.021796,-0.0080408
-0.10171,-0.00089483,-0.0038479
-0.12244,-0.020682,-0.057506
-0.10504,-0.0072792,-0.022463
-0.11488,-0.027732,-0.0074654
-0.12499,-0.031237,-0.0018998
-0.099546,-0.0056772,-0.0051059
-0.12601,-0.040215,-0.016627
-0.097518,-0.039409,-0.02191
-0.13186,-0.051189,-0.033529
-0.13095,-0.058342,-0.028625
-0.11768,-0.0062715,-8.7737e-05
-0.10501,-0.040925,-0.0088067
-0.1237,-0.054374,-0.018073
-0.12281,-0.030514,-0.027041
-0.12658,-0.0209,-0.0081632
-0.1071,-0.002215,-0.00090624
-0.11003,-0.0058765,-0.047614
-0.12552,-0.004575,-0.021884
-0.12523,-0.046655,-0.020145
-0.1208,-0.040987,-0.016765
-0.12458,-0.0045591,-0.010028
-0.118,-0.043204,-0.020635
-0.11634,-0.0048517,-0.027646
-0.12644,-0.046272,-0.00021687
-0.11695,-0.033049,-0.051202
-0.10937,-0.0423,-0.012136
-0.13204,-0.0056879,-0.064996
-0.12248,-0.0030984,-0.016257
-0.12574,-0.020032,-0.047909
-0.10805,-0.042079,-0.010422
-0.10784,-0.0079927,-0.023938
-0.13048,-0.0027548,-0.045408
-0.12287,-0.016734,-0.017727
-0.12669,-0.0011063,-0.0027097
-0.12357,-0.033648,-0.022464
-0.10658,-0.0012265,-0.0099877
-0.12439,-0.0064259,-0.0055288
-0.12094,-0.013515,-0.032723
-0.11778,-0.033618,-0.031839
-0.11714,-0.031097,-0.016466
-0.10837,-0.009677,-0.017523
-0.1338,-0.018129,-0.058921
-0.11654,-0.00069191,-0.0014026
-0.12111,-0.0072266,-0.024218
-0.12013,-0.01015,-0.017323
-0.11449,-0.013412,-0.028354
-0.11402,-0.016896,-0.0045762
-0.10834,-0.011786,-0.0059535
-0.10717,-0.012306,-0.010878
-0.12933,-0.019465,-0.0063125
-0.13222,-0.044588,-0.0070116
-0.11591,-0.04044,-0.010116
-0.12673,-0.0050553,-0.0068652
-0.13076,-0.0063982,-0.049722
-0.12547,-0.035374,-0.039411
-0.12161,-0.0060014,-0.01528
-0.10704,-0.036206,-0.01338
-0.12474,-0.045728,-0.042707
-0.12433,-0.023723,-0.038471
-0.11032,-0.0098572,-0.038286
-0.12853,-0.041329,-0.0039075
-0.13323,-0.057443,-0.0013949
-0.1019,-0.052104,-0.00036383
-0.12689,-0.025761,-0.042375
-0.13122,-0.017646,-0.0030548
-0.1181,-0.011105,-0.0090497
-0.1095,-0.0030579,-0.014121
-0.10586,-0.0251,-0.033386
-0.12666,-0.0049908,-0.014677
-0.12942,-0.0043636,0.00071599
-0.12904,-0.016072,-0.013466
-0.10265,-0.00098775,-0.048537
-0.12021,-0.0222,-0.015617
-0.11535,-0.033593,-0.015209
-0.12565,-0.021811,-0.05016
-0.13201,-0.0061684,-0.0117
-0.1209,-0.011373,-0.038429
-0.12966,-0.003279,-0.04001
-0.11987,-0.0025346,-0.0015776
-0.1127,-0.0029089,-0.0021232
-0.1303,-0.048763,-0.036558
-0.12495,-0.00029709,-0.0013669
-0.12729,-0.013905,-0.0015872
-0.11401,-0.044247,-0.014299
-0.12145,-0.01498,-2.9119e-05
-0.098463,-0.0028845,-0.012645
-0.13454,-0.034754,-0.043595
-0.1171,-0.016281,-0.0019891
-0.10609,-0.020428,-0.0024734
-0.12984,-0.024069,-0.015652
-0.13233,-0.059668,-0.02784
-0.13813,-0.062993,-0.021108
-0.12397,-0.012392,-0.0076674
-0.13874,-0.006121,-0.068192
-0.10421,-0.013046,-0.019101
-0.13425,-0.0055627,-0.039089
-0.13424,-0.017189,-0.055658
-0.13438,-0.026566,-0.060239
-0.13219,-0.0028891,-0.0017452
-0.12898,-0.050113,-0.040004
-0.1302,-0.0050328,-0.0088352
-0.1305,-0.011536,-0.024285
-0.12927,-0.015262,-0.058087
-0.1241,-0.031189,-0.0058191
-0.11982,-0.027693,-0.0029733
-0.12159,-0.010628,-0.035721
-0.12229,-0.00067261,0.00019523
-0.12796,-0.037622,-0.007431
-0.12491,-0.061679,-0.0047505
-0.12469,-0.032492,-0.049645
-0.13306,-0.049242,-0.029648
-0.12131,-0.0041266,-0.012699
-0.10587,-0.055379,-0.0081991
-0.11585,-0.024175,-0.021629
-0.13389,-0.0024287,-0.0024089
-0.10639,-0.0021135,-0.038752
-0.13868,-0.034705,-0.058772
-0.11956,-0.0014505,-0.018984
-0.12792,-0.041558,-0.04651
-0.13013,-0.0098525,-0.0017717
-0.1324,-0.0064487,-0.013343
-0.1316,-0.0065487,-0.025391
-0.10404,-0.044644,-0.030222
-0.12004,-0.0089437,-0.001327
-0.13761,-0.060635,-0.00041017
-0.11814,-0.020335,-0.025765
-0.1261,-0.050988,-0.037877
-0.11283,-0.016365,-0.0014532
-0.10934,-0.045955,-0.026789
-0.12046,-0.0006434,-0.01191
-0.13367,-0.007192,-0.0084662
-0.13888,-0.050284,-0.013249
-0.11675,-0.052266,-0.02591
-0.10755,-0.038632,-0.039675
-0.12821,-0.03308,-0.054906
-0.13761,-0.031535,-0.032281
-0.12531,-0.037161,-0.01838
-0.1238,-0.012985,-0.010083
-0.12418,-0.050246,-0.027964
-0.13613,-0.0015863,-0.001328
-0.12438,-0.0048249,-0.003753
-0.10525,-0.039825,-0.035657
-0.1365,-0.0070847,-0.0027321
-0.1283,-0.037515,-0.040278
-0.11359,-0.044141,-0.036678
-0.11563,-0.014186,-0.0059854
-0.12449,-0.024428,-0.0051907
-0.11613,-0.015329,-0.049328
-0.12714,-0.046799,-0.0011274
-0.13648,-0.014415,-0.017729
-0.11458,-0.0040143,-0.059355
-0.12642,-0.051139,-0.025444
-0.13946,-0.034887,-0.031356
-0.12289,-0.02329,-0.0063588
-0.14278,-0.063895,-0.025367
-0.13203,-0.0067666,-0.018234
-0.14056,-0.037223,-0.047562
-0.11005,-0.014082,-0.019791
-0.13108,-0.032663,-0.012579
-0.14094,-0.040679,-0.031898
-0.12711,0.0012677,0.00012083
-0.12554,-0.0043854,-0.0039455
-0.11028,-0.015941,-0.0115
-0.13687,-0.030451,-0.023627
-0.10355,-0.054947,-0.0019488
-0.12862,-0.0098464,-0.017732
-0.13529,-0.0084234,-0.007627
-0.14001,-0.030711,-0.0075381
-0.13747,-0.0024309,-0.017044
-0.13772,-0.031967,-0.0091104
-0.11415,-0.033195,-0.017771
-0.11387,-0.015811,-0.017693
-0.13352,0.00094525,0.00045429
-0.12394,-0.017582,-0.023077
-0.098911,-0.001424,-0.0027252
-0.13606,-0.0040661,-0.052039
-0.13434,-0.0037304,-0.018488
-0.13127,-0.030249,-0.034436
-0.13598,-0.014304,-0.00556
-0.12951,-0.045389,-3.0059e-05
-0.10758,-0.048043,-0.029378
-0.12304,-0.023492,-0.0015335
-0.11207,-0.053619,-0.016889
-0.12429,-0.0093565,-0.0044335
-0.11228,-0.0024844,-0.037519
-0.10169,-0.007301,-0.010787
-0.10759,-0.013465,-0.001933
-0.11479,-0.0025139,-0.0094402
-0.11437,-0.058862,-0.0080428
-0.12434,0.0009706,-0.0038207
-0.1261,-0.048666,-0.022477
-0.13774,-0.002561,-0.0079341
-0.13038,-0.055035,-0.033397
-0.12181,-0.0013811,-0.0084071
-0.13503,-0.042332,-0.014462
-0.12283,0.00083692,-0.00048944
-0.14011,-0.032615,-0.027436
-0.12311,-0.010501,-0.0044712
-0.14692,-0.035029,-0.062099
-0.12832,-0.014732,-0.015638
-0.13935,-0.016909,-0.021613
-0.11742,-0.019091,-0.032721
-0.14141,-0.016948,-0.060129
-0.14458,-0.027284,-0.06484
-0.12722,-0.056678,-0.030086
-0.14273,-0.0093841,-0.03616
-0.139,-0.0040642,-0.038016
-0.11255,-0.036281,-0.015532
-0.13706,-0.028438,-0.044741
-0.12414,-0.019711,-0.051754
-0.14203,-0.017312,-0.0048764
-0.1396,-0.0024616,-5.8921e-05
-0.13008,-0.04988,-0.038816
-0.13787,-0.0027726,-0.0023404
-0.13929,-0.020708,-0.01597
-0.11795,-0.043078,-0.040355
-0.14132,-0.0057978,-0.010446
-0.1328,-0.033268,-0.010503
-0.14313,-0.056234,-0.0055975
-0.11936,-0.00011197,-0.0030547
-0.11575,-0.026272,-0.0076119
-0.13238,-0.036775,-0.0063191
-0.11631,-0.035641,-0.0055181
-0.13775,-0.031595,-0.048582
-0.14641,-0.05262,-0.044135
-0.13528,-0.0061275,-0.011766
-0.13403,-0.033987,-0.023655
-0.13346,-0.016283,-0.064444
-0.13727,-0.010506,-0.0068477
-0.14343,-0.018932,-0.023589
-0.12875,-0.020729,-0.039494
-0.1407,0.0012028,-0.00069038
-0.13977,-0.022734,-0.012207
-0.14402,-0.037916,-0.0011441
-0.10689,-0.0011337,0.0003252
-0.1082,-0.017444,-0.042824
-0.14748,-0.04,-0.042903
-0.13496,-0.0095992,-0.020147
-0.12352,-0.041906,-0.026559
-0.11159,-0.0054035,-0.012699
-0.14133,-0.0073084,-0.00092203
-0.12268,-0.017501,-0.033613
-0.1289,-0.0056596,-0.032686
-0.14252,-0.036884,-0.036643
-0.14825,-0.023251,-0.054617
-0.12617,-0.024558,-0.01589
-0.14453,-0.051532,-0.029972
-0.14636,-0.011603,-0.044337
-0.1298,-0.0086129,-0.018352
-0.13211,-0.025104,-0.015407
-0.14617,-0.028538,-0.052961
-0.13701,5.8435e-05,0.0010786
-0.11961,-0.0082642,-0.013535
-0.12089,-0.02136,-0.00026798
-0.14449,-0.011664,-0.015417
-0.13989,-0.00081445,-0.0038622
-0.14392,-0.0012653,-0.00028795
-0.14453,-0.0663,-0.0085249
-0.13518,-0.028505,-0.0096722
-0.10173,-0.025029,-0.025438
-0.13013,-0.062216,-0.0023232
-0.14047,-0.016608,-0.0081829
-0.13417,-0.032938,-0.033746
-0.14336,-0.01103,-0.0015887
-0.14474,-0.01747,-0.0055064
-0.14387,-0.0018786,-0.00041745
-0.10597,-0.0034135,-0.0034381
-0.14098,-0.033284,-0.051522
-0.13122,-0.05466,-0.0022767
-0.12135,-0.0019625,-0.0085474
-0.13713,-0.019767,-0.035301
-0.14345,-0.038986,-0.033171
-0.14159,-0.021109,-0.0037163
-0.13903,-0.026561,-0.048656
-0.12122,-0.011053,-0.061229
-0.14763,-0.032575,-0.0096702
-0.1092,-0.001638,-0.00099023
-0.1217,-0.04317,-0.011576
-0.11499,-0.012776,-0.01138
-0.12468,0.00065499,0.00054612
-0.13726,-0.01699,-0.01817
-0.14159,-0.0035974,0.00057265
-0.14456,-0.015959,-0.0087664
-0.14434,-0.0094644,-0.031487
-0.13207,-0.041811,-0.029144
-0.13332,-0.033344,-0.03872
-0.14121,-0.040858,-0.055971
-0.13437,-0.021272,-0.010632
-0.1333,-0.045413,-0.045006
-0.14146,-0.020277,-0.066617
-0.15169,-0.040099,-0.059564
-0.11991,-0.0023088,-0.0055419
-0.13967,-0.0043971,-0.00088853
-0.14839,-0.067186,-0.010831
-0.10269,-0.015422,-0.0027369
-0.1065,-0.020344,-0.031975
-0.14723,-0.0078891,-0.032114
-0.12768,-0.0067436,-0.0028892
-0.13756,-0.0015591,-0.0057775
-0.13775,-0.052239,-0.035055
-0.14547,-0.024206,-0.041489
-0.13028,-0.026962,-0.012967
-0.13302,-0.049095,-0.00035106
-0.13525,-0.0045709,0.00056849
-0.14815,-0.010934,-0.067986
-0.13157,-0.012987,-0.044284
-0.13269,-0.032686,-0.0036208
-0.11982,-0.011804,-0.0063845
-0.11273,-0.039069,-0.028234
-0.10459,-0.0098095,-0.00026511
-0.15041,-0.0060619,-0.048941
-0.13792,-0.0030638,-0.047789
-0.1377,-5.0762e-05,-0.0035895
-0.14738,-0.030478,-0.0018367
-0.15041,-0.05123,-0.0081378
-0.14438,-0.056191,-0.021028
-0.13038,0.0010169,-0.00022713
-0.14966,-0.022847,-0.064411
-0.13215,-0.027641,-0.05072
-0.14281,-0.0041106,-0.0013137
-0.14165,-0.066957,-0.013165
-0.1492,-0.069859,-0.013071
-0.13992,-0.025102,-0.01096
-0.13483,-0.013249,-0.035061
-0.14887,-0.070851,-0.010065
-0.15258,-0.041246,-0.056653
-0.13793,-0.041681,-0.031827
-0.14476,-0.019919,-0.047573
-0.12909,-0.016356,-0.0066701
-0.11332,-0.043797,-0.015964
-0.11966,-0.012024,-0.0038327
-0.13218,-0.010065,-0.016012
-0.14009,-0.014121,-0.013823
-0.099142,-0.013243,-0.021516
-0.1444,-0.00071441,-0.0060766
-0.10736,-0.010793,-0.013527
-0.14782,-0.042547,-0.046217
-0.13852,-0.049019,-0.020832
-0.12064,-0.01957,-0.0069561
-0.14034,-0.03428,-0.027118
-0.13578,-0.01665,-0.042545
-0.11617,-0.0038092,-0.027573
-0.1182,-0.0018949,-0.0010368
-0.12304,0.00096486,-0.00043801
-0.15318,-0.048409,-0.044988
-0.13928,-0.0076711,-0.0036006
-0.14832,-0.0039895,-0.0098096
-0.11653,-0.0078027,-0.0076174
-0.15139,-0.011701,-0.040209
-0.1066,-0.00058696,-0.04539
-0.13633,-0.0058832,-0.0047441
-0.14184,0.00015373,-0.0047906
-0.14682,-0.0025029,-0.0057184
-0.11482,-0.00098905,-0.018357
-0.14214,-0.018735,-0.048601
-0.11199,-0.0030485,-0.0051159
-0.14948,-0.00067227,-0.044117
-0.13604,-0.059338,-0.0023575
-0.14979,-0.041294,-0.0017566
-0.14166,-0.02534,-0.038166
-0.12249,-0.0095503,-0.011977
-0.13966,-0.010168,-0.012989
-0.14272,-0.017408,-0.062655
-0.14877,-0.0082926,-0.0038652
-0.14887,-0.034022,-0.0062396
-0.1452,-0.0059211,-0.016305
-0.13997,-0.028619,-0.037211
-0.14644,-0.013939,-0.0031615
-0.14959,-0.037975,-0.028207
-0.14667,-0.0017868,-0.0028726
-0.12738,-0.0083808,-0.013347
-0.14184,-0.042581,-0.049963
-0.13797,-0.011716,-0.019568
-0.12357,-0.055832,-0.024339
-0.14484,-0.060295,-0.0055683
-0.13917,-0.018225,-0.039555
-0.14532,-0.048355,-0.0016899
-0.14505,0.00069294,-0.00048077
-0.14132,-0.058421,-0.030217
-0.14423,-0.011168,-0.0087195
-0.14766,-0.039107,-0.0052195
-0.12989,-0.020845,-0.06099
-0.14297,-0.051847,-0.016915
-0.15297,-0.033263,-0.03977
-0.13944,-0.0059727,-0.013739
-0.15227,-0.027501,-0.038996
-0.15116,-0.0045531,-0.0047904
-0.14454,-0.010484,-0.0081394
-0.14931,-0.029924,-0.04595
-0.14875,-0.040344,-0.041614
-0.14443,-0.028336,-0.045759
-0.13319,0.00095923,-0.00040807
-0.13712,-0.038833,-0.016401
-0.1495,-0.0011802,-0.040486
-0.15672,-0.071875,-0.013668
-0.15054,-0.0061237,-0.019761
-0.14569,-0.070323,-0.00077395
-0.14296,-0.041576,-0.020377
-0.1435,-1.4471e-05,0.0013296
-0.1284,-0.011573,-0.050328
-0.14798,-0.042573,-0.033796
-0.14795,-0.017596,-0.047765
-0.12039,-0.022931,-0.022531
-0.13584,-0.0098838,-0.00093093
-0.15153,-0.036626,-0.01972
-0.15226,-0.023551,-0.0068062
-0.10263,-0.0039432,-0.0020215
-0.14139,-0.037329,-0.025719
-0.14434,-0.0077076,-0.0094117
-0.14364,-0.0096996,-0.041356
-0.11356,-0.014291,-0.0026537
-0.14197,-0.007486,-0.0024556
-0.14707,-0.044358,-0.0059676
-0.15437,-0.00093095,-0.039177
-0.1461,-0.045184,-0.014843
-0.13313,-0.059405,-0.021581
-0.15381,-0.0055802,-0.020428
-0.1444,-0.011907,-9.9843e-05
-0.15022,-0.01947,-0.060209
-0.15169,-0.00021576,-0.0012516
-0.15168,-0.0090026,-0.038283
-0.12778,-0.00463,-0.0058807
-0.12678,-0.026078,-0.0034191
-0.13921,5.2417e-05,-0.002937
-0.1346,-0.00090531,-0.0070071
-0.13972,-0.018149,-0.018743
-0.14661,-0.050753,-0.035239
-0.14044,-0.019402,-0.01188
-0.12562,-0.034266,-0.018638
-0.14432,-0.00016021,-0.0031509
-0.15303,0.00027459,-0.009045
-0.12494,-0.00027073,0.00072059
-0.13554,-0.04072,-0.0089817
-0.15301,-0.027644,-0.0066759
-0.15162,-0.0030394,-0.0029563
-0.13809,-0.014714,-0.028142
-0.14846,-0.027832,-0.0025242
-0.13854,-0.0080012,-0.033282
-0.13907,-0.0047582,-0.012768
-0.14585,-0.00059159,-0.021422
-0.14343,-0.046203,-0.052236
-0.15392,-0.00087902,-0.010073
-0.15067,-0.019107,-0.027396
-0.13642,-0.020347,-0.046945
-0.13756,-0.021543,-0.011295
-0.12958,-0.00042855,7.7391e-05
-0.12464,-0.0079688,-0.0070991
-0.15363,-0.020817,-0.046372
-0.14892,-0.0029919,-0.0014269
-0.14906,-0.031142,-0.060631
-0.15589,-0.0051646,-0.034137
-0.15397,-0.026433,-0.039183
-0.14477,-0.0086821,-0.0097634
-0.12012,-0.0074788,-0.0097359
-0.15042,-0.013142,-0.014097
-0.14785,-0.01732,0.00022873
-0.13526,-0.026652,-0.037935
-0.14477,-0.023609,-0.0068116
-0.14615,-0.0010988,-0.00068475
-0.14841,-0.0073424,-0.012302
-0.15578,-0.048244,-0.0096676
-0.13888,-0.017682,-0.027252
-0.1303,-0.0081411,-0.0051973
-0.15159,-0.0053936,-0.011472
-0.13478,-0.02705,-0.028382
-0.13651,-0.064543,-0.01901
-0.15754,-0.052648,-0.0057371
-0.14803,-0.0071836,-0.0089135
-0.13239,-0.0287,-0.045354
-0.12898,-0.031235,-0.029385
-0.1546,-0.053631,-0.035733
-0.1499,-0.063648,-0.004669
-0.14094,-0.028977,-0.014299
-0.14584,-0.031254,-0.034371
-0.15794,-0.036722,-0.038717
-0.14152,-0.00055356,-0.00071493
-0.15169,-0.00097099,-0.012033
-0.1404,-0.00786,-0.061308
-0.15837,-0.061546,-0.0061536
-0.13077,-0.0071555,-0.0027874
-0.12604,-0.057079,-0.026112
-0.12478,-0.010536,-0.01933
-0.13039,-0.0018248,-0.0342
-0.14047,-0.0068756,-0.030038
-0.1422,0.00088898,-0.00043419
-0.15577,-0.030687,-0.049536
-0.14821,-0.038014,-0.015833
-0.14694,-0.029729,-0.0080772
-0.15368,-0.010553,-0.017741
-0.14068,-0.0043613,-0.0039997
-0.1402,-0.048242,-0.031731
-0.15567,-0.043991,-0.019849
-0.15792,-0.039876,-0.0044035
-0.15206,-0.062634,-0.021428
-0.13395,-0.0013459,-0.03075
-0.15231,-0.010731,-0.012576
-0.13979,-0.05101,-0.043453
-0.13969,-0.02685,-0.011391
-0.1574,-0.057731,-0.032429
-0.15068,-0.028494,-0.054242
-0.15244,-0.031177,-0.038496
-0.16042,-0.046842,-0.055695
-0.15182,-0.01776,-0.01878
-0.1608,-0.069253,-0.027102
-0.13729,-0.011682,-0.037365
-0.153,-0.0013245,-0.0053764
-0.12864,-7.0019e-05,0.00078461
-0.13176,-0.023674,-0.017123
-0.14333,-0.026728,-0.024893
-0.15362,-0.011493,-0.040369
-0.1421,-0.024195,-0.028078
-0.12009,-0.029029,-0.0070094
-0.14523,-0.0087099,-0.0062398
-0.1368,-0.0029381,-0.0090598
-0.15469,-0.012076,-0.053738
-0.14188,-0.022547,-0.013473
-0.13089,-0.020584,-0.00091835
-0.13887,-0.0027367,-0.0077937
-0.14568,-0.020703,-0.023547
-0.14832,-0.026253,-0.01549
-0.14359,-0.018206,-0.011376
-0.13646,-0.0073228,-0.011761
-0.15844,-0.0011563,-0.001124
-0.15274,-0.063644,-0.014431
-0.13977,-0.00042393,-0.0043259
-0.12829,-0.0058354,-0.0015445
-0.16017,-0.056768,-0.013178
-0.1564,-0.01578,-0.034922
-0.12701,-0.025982,-0.048805
-0.15845,-0.036159,-0.0028649
-0.15714,-8.4253e-05,-0.017264
-0.13054,-0.043202,-0.035185
-0.14144,-0.014506,-0.02023
-0.15085,-0.0075936,-0.04402
-0.11255,-0.054071,-0.017252
-0.13005,-0.012789,-0.0081427
-0.12707,-0.00082607,-0.0026923
-0.14634,-0.0077638,-0.00054926
-0.16209,-0.072494,-0.0085746
-0.14345,-0.0078388,-0.012243
-0.15687,-0.04043,-0.030409
-0.13585,-0.018784,-0.062257
-0.15498,-0.042821,-0.032995
-0.14498,-0.011599,0.00016881
-0.15838,-0.0020973,-0.0079257
-0.14961,-0.00086424,-0.00064091
-0.1468,-0.042445,-0.037382
-0.14658,-0.01768,-0.010319
-0.16097,-0.027803,-0.043459
-0.15874,-0.060849,-0.0075551
-0.15992,-2.1655e-05,0.00089091
-0.16098,-0.067464,-0.0078071
-0.15934,-0.030791,-0.053055
-0.14616,-0.0061144,-0.0053243
-0.15622,-0.031514,-0.024414
-0.14311,-0.0025238,-0.0065865
-0.1459,-0.0035951,-0.0025766
-0.10197,-0.018716,-0.021822
-0.10959,0.00071056,-0.006925
-0.13626,-0.043915,-0.046432
-0.15561,-0.017111,-0.025348
-0.16101,-0.02597,-0.02601
-0.14159,-0.015537,-0.0036645
-0.14373,-0.016217,-0.0039143
-0.15565,-0.061405,-0.0027331
-0.13053,-0.0027083,-0.0068503
-0.1595,-0.009042,-0.035309
-0.13822,-0.045553,-0.022291
-0.14441,-0.0021659,-0.022694
-0.14717,-0.03703,-0.025434
-0.1577,-0.0053534,-0.0065118
-0.16044,-0.016784,0.00059918
-0.16366,-0.055791,-0.048476
-0.12747,-0.010493,-0.0066561
-0.13464,6.7155e-05,-9.6171e-05
-0.15874,-0.045055,-0.0091319
-0.14915,-0.022126,-0.020937
-0.14679,-0.027387,-0.0016049
-0.16307,-0.062485,-0.039283
-0.15937,-0.010342,-0.027863
-0.15508,-0.066993,-0.015238
-0.16418,-0.065585,-0.032104
-0.1604,-0.018189,-0.027456
-0.16044,-0.024903,-0.043458
-0.15005,-0.028007,0.0004467
-0.14856,-0.011261,-0.028652
-0.16042,-0.013911,-0.0123
-0.14924,-0.0021793,-0.00016959
-0.16266,-0.046246,-0.013766
-0.15279,-0.012697,-0.009452
-0.13973,-0.034274,-0.01085
-0.1583,-0.0066424,-0.014552
-0.15966,-0.002346,-0.031077
-0.15945,-0.0045033,-0.02291
-0.13509,-0.0031969,-0.0096115
-0.14497,-0.014697,-0.045161
-0.16034,-0.0058192,-0.023645
-0.15192,-0.070599,-0.0083767
-0.16257,-0.035377,-0.037389
-0.16136,-0.0022935,-0.0034368
-0.15772,-0.030962,-0.06188
-0.15295,-0.025255,-0.043219
-0.13636,-0.030843,-0.039147
-0.14753,-0.017334,-0.0034062
-0.1603,-0.023591,-0.030312
-0.16035,-0.035311,-0.010148
-0.16571,-0.051933,-0.041782
